original_text,perturbed_text,label
"[[Elephant]] [[DNA]] Could Help Stem Ivory Trade ([[AP]]) [[AP]] - Analyzing the DNA of elephants may help trace the origins of ivory being sold illegally, information researchers hope will help foil such trade.","[[Elephnt]] [[DNv]] Could Help Stem Ivory Trade ([[AXP]]) [[YAP]] - Analyzing the DNA of elephants may help trace the origins of ivory being sold illegally, information researchers hope will help foil such trade.",3
"New [[Zealand]] Court [[Rejects]] [[Air]] NZ-Qantas [[Alliance]] (Update1) [[New]] [[Zealand]] #[[39]];s [[High]] Court [[rejected]] a [[proposed]] [[alliance]] between Air New [[Zealand]] [[Ltd]]., the [[nation]] #[[39]];s largest airline, and Australia #[[39]];s Qantas Airways [[Ltd]].","New [[Zealan]] Court [[Rpejects]] [[Abir]] NZ-Qantas [[Allianc]] (Update1) [[Nwe]] [[ZeaXland]] #[[3]];s [[Hgih]] Court [[rejectde]] a [[propsoed]] [[allJiance]] between Air New [[Zealyand]] [[tLd]]., the [[Xnation]] #[[3]];s largest airline, and Australia #[[3h]];s Qantas Airways [[Ltjd]].",2
A U.S. [[brain]] drain? A drop in engineering degrees combined with a fall-off in foreign students matriculating at U.S. colleges spells big trouble ahead.,A U.S. [[Mbrain]] drain? A drop in engineering degrees combined with a fall-off in foreign students matriculating at U.S. colleges spells big trouble ahead.,3
Taiwan's [[Leader]] [[Urges]] [[China]] to [[Begin]] [[Talks]] (AP) AP - Taiwan's [[leader]] [[used]] his National [[Day]] [[speech]] Sunday to urge [[China]] to [[begin]] [[peace]] talks so the [[two]] [[rivals]] can avoid war. Chinese and Taiwanese leaders haven't met [[since]] the Communists took over China in 1949 and Taiwan began resisting the mainland's rule. China insists that Taiwan is a Chinese province and has threatened to attack if it refuses to unify eventually.,Taiwan's [[LeaUer]] [[Uges]] [[aChina]] to [[BegAn]] [[Tclks]] (AP) AP - Taiwan's [[Beader]] [[usde]] his National [[Dal]] [[peech]] Sunday to urge [[Chnia]] to [[bgin]] [[peYace]] talks so the [[tfwo]] [[rvials]] can avoid war. Chinese and Taiwanese leaders haven't met [[ince]] the Communists took over China in 1949 and Taiwan began resisting the mainland's rule. China insists that Taiwan is a Chinese province and has threatened to attack if it refuses to unify eventually.,0
"Lehman hoping third time is a charm Tied for the lead in what was shaping up as another [[shootout]] at Disney, Tom Lehman believes he has experience on his side. Not from the last 12 years, but the last three weeks.","Lehman hoping third time is a charm Tied for the lead in what was shaping up as another [[shCootout]] at Disney, Tom Lehman believes he has experience on his side. Not from the last 12 years, but the last three weeks.",1
Perry OKs money for APS as more accusations arise The state #39;s Adult Protective Services agency will get an emergency infusion of \$10 million to correct the kinds of problems that have arisen in El [[Paso]].,Perry OKs money for APS as more accusations arise The state #39;s Adult Protective Services agency will get an emergency infusion of \$10 million to correct the kinds of problems that have arisen in El [[Psao]].,2
"Sprint to Buy Nextel in \$36 Billion Deal  [[NEW]] [[YORK]]/WASHINGTON ([[Reuters]]) - Sprint Corp. said Wednesday  it would buy mobile telephone company [[Nextel]] Communications  [[Inc]]. for about \$36 billion, creating a U.S. [[wireless]] [[carrier]]  with [[nearly]] [[40]] million subscribers.","Sprint to Buy Nextel in \$36 Billion Deal  [[NEjW]] [[YHORK]]/WASHINGTON ([[Reuterfs]]) - Sprint Corp. said Wednesday  it would buy mobile telephone company [[extel]] Communications  [[In]]. for about \$36 billion, creating a U.S. [[wirPless]] [[crarier]]  with [[neary]] [[0]] million subscribers.",2
"Former [[Florida]] Swimming Coach Dies at [[83]] ([[AP]]) AP - William H. [[Harlan]], the [[retired]] University of Florida [[swimming]] coach who [[led]] the Gators to eight [[conference]] titles, [[died]] [[Tuesday]], [[school]] [[officials]] said. He was 83.","Former [[Felorida]] Swimming Coach Dies at [[j83]] ([[PA]]) AP - William H. [[Halan]], the [[retiRred]] University of Florida [[swimmiFng]] coach who [[lePd]] the Gators to eight [[confeernce]] titles, [[dieq]] [[TuesSday]], [[scehool]] [[officiasl]] said. He was 83.",1
ACLU Seeks to [[Challenge]] Gay Adoption Ban (AP) AP - [[The]] American Civil Liberties [[Union]] asked the Supreme Court on Friday to hear its challenge to Florida's [[ban]] on adoptions by gays.,ACLU Seeks to [[CFallenge]] Gay Adoption Ban (AP) AP - [[hTe]] American Civil Liberties [[UVion]] asked the Supreme Court on Friday to hear its challenge to Florida's [[tban]] on adoptions by gays.,0
A Deal That's Creating [[Plenty]] of [[Buzz]] [[About]] the [[Mets]] [[The]] prospect of Pedro Martnez going to [[Queens]] is potentially the best news in years for the [[Mets]]. They have now won a public relations battle with the Yankees.,A Deal That's Creating [[Plhnty]] of [[BuXzz]] [[eAbout]] the [[Mtes]] [[Th]] prospect of Pedro Martnez going to [[Iueens]] is potentially the best news in years for the [[Mts]]. They have now won a public relations battle with the Yankees.,1
" #39;Designer #39; Christmas tree [[growers]] [[target]] national holiday market AURORA, Ore. The National [[Christmas]] Tree Association is hoping a push of designer trees will renew consumer demand for live trees."," #39;Designer #39; Christmas tree [[gorwers]] [[arget]] national holiday market AURORA, Ore. The National [[ChriPtmas]] Tree Association is hoping a push of designer trees will renew consumer demand for live trees.",2
SEC may put end to quid pro quo ([[USATODAY]].com) [[USATODAY]].com - [[The]] [[Securities]] and Exchange Commission is expected to vote [[Wednesday]] to prohibit [[mutual]] fund companies from funneling stock trades to brokerage firms that [[agree]] to promote their [[funds]] to investors.,SEC may put end to quid pro quo ([[USAODAY]].com) [[USAsTODAY]].com - [[Th]] [[Securitiev]] and Exchange Commission is expected to vote [[Wednesdya]] to prohibit [[umtual]] fund companies from funneling stock trades to brokerage firms that [[argee]] to promote their [[fund]] to investors.,2
"Japan snubs Russian proposal, says it wants all [[disputed]] Kuril &lt;b&gt;...&lt;/b&gt; TOKYO: Japan said it wanted Russia to return all four Kuril [[islands]], snubbing Moscow #39;s renewed talk of returning two of them to end the dispute that has prevented the countries from formally ending World War II.","Japan snubs Russian proposal, says it wants all [[dTsputed]] Kuril &lt;b&gt;...&lt;/b&gt; TOKYO: Japan said it wanted Russia to return all four Kuril [[islnds]], snubbing Moscow #39;s renewed talk of returning two of them to end the dispute that has prevented the countries from formally ending World War II.",0
"[[Vladimir]] Putin: Claims of authoritarian [[drift]]  [[quot]];total [[nonsense]] [[quot]]; President Vladimir Putin rejected concern that he is beating a [[path]] [[toward]] authoritarianism, calling such criticism  [[quot]];total nonsense [[quot]]; in an [[interview]] published Friday and saying [[Russia]] [[needs]] [[time]] to [[build]] [[democracy]] after centuries of heavy ","[[Vlsdimir]] Putin: Claims of authoritarian [[Idrift]]  [[quoYt]];total [[nXonsense]] [[uqot]]; President Vladimir Putin rejected concern that he is beating a [[pat]] [[toard]] authoritarianism, calling such criticism  [[qut]];total nonsense [[quoBt]]; in an [[interviw]] published Friday and saying [[Rssia]] [[eeds]] [[tmie]] to [[biuld]] [[democracsy]] after centuries of heavy ",0
"Pension Agency Raises Top [[Annual]] Benefit 2.8  [[The]] [[federal]] agency that protects private sector pension [[plans]] announced yesterday that the maximum annual benefit for [[plans]] taken over in 2005 will be \$[[45]],[[614]] for workers who [[wait]] until [[age]] 65 to [[retire]].","Pension Agency Raises Top [[AnnNal]] Benefit 2.8  [[hTe]] [[ederal]] agency that protects private sector pension [[Mplans]] announced yesterday that the maximum annual benefit for [[palns]] taken over in 2005 will be \$[[4h5]],[[6d4]] for workers who [[wati]] until [[gae]] 65 to [[reitre]].",2
"General [[Electric]] [[Raises]] Dividend [[General]] Electric [[Co]]., a [[maker]] of jet [[engines]], plastics and appliances as well as owner of the NBC [[television]] network, [[said]] [[Friday]] that its board raised the [[company]] #39;s quarterly dividend by 10 percent to 22 cents [[per]] [[share]], and [[authorized]] the [[repurchase]] of ","General [[Electic]] [[xaises]] Dividend [[Geqeral]] Electric [[bCo]]., a [[makecr]] of jet [[engiens]], plastics and appliances as well as owner of the NBC [[televisiEon]] network, [[saiId]] [[Fniday]] that its board raised the [[copmany]] #39;s quarterly dividend by 10 percent to 22 cents [[epr]] [[sharbe]], and [[authorDized]] the [[repurcease]] of ",2
"SKorea's Samsung to invest 24 billion dollars in new chip lines ([[AFP]]) [[AFP]] - South [[Korea's]] Samsung Electronics Co., the world's largest memory chipmaker, said it would invest some 24 billion dollars in building new chip production lines over the next six years.","SKorea's Samsung to invest 24 billion dollars in new chip lines ([[qAFP]]) [[AgP]] - South [[oKrea's]] Samsung Electronics Co., the world's largest memory chipmaker, said it would invest some 24 billion dollars in building new chip production lines over the next six years.",0
"[[Nintendo]] moving into [[online]] [[within]] 3 to 4 [[years]] Comments attributed to [[Nintendo]] #39;s Shigeru Miyamoto in this [[week]] #39;s Famitsu [[magazine]] indicate that the [[company]] is [[planning]] to bring its systems [[online]] within a three to four year timescale, with DS leading the way.","[[Ninetndo]] moving into [[noline]] [[ithin]] 3 to 4 [[eyars]] Comments attributed to [[Nintend]] #39;s Shigeru Miyamoto in this [[weke]] #39;s Famitsu [[magaziAe]] indicate that the [[compaFny]] is [[planking]] to bring its systems [[olnine]] within a three to four year timescale, with DS leading the way.",3
[[Nikkei]] up by midmorning; Intel update supports techs [[TOKYO]] ([[CBS]].[[MW]]) - Japanese [[stock]] indexes rose by midmorning Friday as Intel #39;s higher-than-expected [[sales]] [[forecast]] [[listed]] the [[Japanese]] [[tech]] [[sector]].,[[Nikeki]] up by midmorning; Intel update supports techs [[TIKYO]] ([[BS]].[[MA]]) - Japanese [[sPock]] indexes rose by midmorning Friday as Intel #39;s higher-than-expected [[hales]] [[foPrecast]] [[Eisted]] the [[apanese]] [[gtech]] [[setcor]].,2
"Oracle launches Business Integlligence [[10g]] Oracle introduced a [[new]] BI platform yesterday, Business Intelligence [[10g]] that [[rolls]] up into [[one]] solution all of their BI tools. However, more interesting than the [[nitty-gritty]] details of what is [[included]] is the [[back]] [[story]] [[taking]] [[place]] at the same time.","Oracle launches Business Integlligence [[10X]] Oracle introduced a [[ne]] BI platform yesterday, Business Intelligence [[0g]] that [[roll]] up into [[on]] solution all of their BI tools. However, more interesting than the [[itty-gritty]] details of what is [[include]] is the [[bGck]] [[sKtory]] [[takinxg]] [[plce]] at the same time.",3
"[[Blue]] [[Chips]] Rise, Altria Higher on Upgrade  [[NEW]] [[YORK]] (Reuters) - U.S. blue [[chips]] [[rose]] on [[Thursday]], led  by [[Altria]] [[Group]] Inc. &[[lt]];A [[HREF]]=""http://www.investor.reuters.com/[[FullQuote]].aspx?ticker=MO.N target=/stocks/quickinfo/fullquote""&gt;MO.N&lt;/A&gt; and other tobacco stocks, after a  federal appeals court expressed skepticism about whether the  government could force cigarette makers in a lawsuit to pay  [[billions]] of dollars.","[[Bluve]] [[Uhips]] Rise, Altria Higher on Upgrade  [[NE]] [[DYORK]] (Reuters) - U.S. blue [[chipPs]] [[rfse]] on [[hTursday]], led  by [[Atria]] [[roup]] Inc. &[[et]];A [[HRLF]]=""http://www.investor.reuters.com/[[FulQluote]].aspx?ticker=MO.N target=/stocks/quickinfo/fullquote""&gt;MO.N&lt;/A&gt; and other tobacco stocks, after a  federal appeals court expressed skepticism about whether the  government could force cigarette makers in a lawsuit to pay  [[bilions]] of dollars.",2
"Rockies Terminate [[Neagle's]] Contract (Reuters) [[Reuters]] - Colorado [[terminated]] the contract\of [[pitcher]] [[Denny]] [[Neagle]] on Monday, three days after he was\ticketed for soliciting a women for oral sex.","Rockies Terminate [[Neagle'ws]] Contract (Reuters) [[Retuers]] - Colorado [[terminatBd]] the contract\of [[ptcher]] [[Denn]] [[NeaglQe]] on Monday, three days after he was\ticketed for soliciting a women for oral sex.",1
"Warne ends India #39;s teen resistance India posted 199/7 and [[trail]] Australia by 275 runs at lunch on the third day of the first [[Test]] at Bangalore. India #39;s two teenagers Pathiv Patel and Irfan Pathan, who resumed on 18 and one respectively, fought ","Warne ends India #39;s teen resistance India posted 199/7 and [[trali]] Australia by 275 runs at lunch on the third day of the first [[TWest]] at Bangalore. India #39;s two teenagers Pathiv Patel and Irfan Pathan, who resumed on 18 and one respectively, fought ",1
"[[Canada]], US [[fail]] to resolve beef [[trade]] [[dispute]] [[Canada]] and the United States have failed to reach an agreement on resuming US imports of Canadian live [[cattle]], local press reported Sunday.","[[CanaUda]], US [[afil]] to resolve beef [[tarde]] [[dsipute]] [[Canaad]] and the United States have failed to reach an agreement on resuming US imports of Canadian live [[Sattle]], local press reported Sunday.",2
"Kids Opt for [[Kerry]] in Bellwether Online Poll (Reuters) Reuters - The kids have spoken, and it's Sen.\John Kerry with a convincing [[victory]] over [[President]] Bush on","Kids Opt for [[JKerry]] in Bellwether Online Poll (Reuters) Reuters - The kids have spoken, and it's Sen.\John Kerry with a convincing [[vOctory]] over [[Prewsident]] Bush on",0
California [[Ace]] for Rose [[Justin]] [[Rose]] had his [[first-ever]] professional [[hole-in-one]] at the tough par-three 17th at Forest Oaks and then confessed that it was his only decent [[shot]] of the day.,California [[Acx]] for Rose [[Justi]] [[Rode]] had his [[fuirst-ever]] professional [[hfle-in-one]] at the tough par-three 17th at Forest Oaks and then confessed that it was his only decent [[shoS]] of the day.,1
